Object,Action Type,Rule Group,Rule Name,Status,Condition,Actions
Incident,ClearEscalation,F10-Pharmacy Vet Waiting,F10-Pharmacy Auto No Touch - Action,Disabled,"If (Incidents > Escalation Level  equals  null  AND  Incidents > Queue  equals  Rx Third Contact, Rx Third Contact Pending  AND  Incidents > Disposition  equals  Pending Auto-Third Contact)",Clear Escalation
Incident,ClearEscalation,F11-Pharmacy Client Waiting,F11-Pharmacy Client Waiting - Action,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Waiting  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Waiting  AND  Incidents > Disposition  equals  Pending Client-General),Clear Escalation
Incident,ClearEscalation,F11-Pharmacy Client Waiting,F11-Pharmacy Aged Order - Action,Enabled,If (Incidents > Escalation Level  equals  Rx Aged Orders  AND  Incidents > Escalation Level  is modified this edit),Clear Escalation
Incident,ClearEscalation,F14-Central Scheduling,F14-Send Confirmation Email - Action,Enabled,"If (Custom Field > Request Type  equals  Create or Modify Appointment, Reschedule Appt  AND  Custom Field > Sign Off  equals  Send Confirmation  AND  Incidents > Category  equals  Unspecified  AND  Incidents > Escalation Level  equals  Carrier Portal Confirmation)",Clear Escalation
Incident,ClearEscalation,F15-Petscription Auth Retries,F15-Petscription Auth Retries - Action,Enabled,If (Incidents > Escalation Level  equals  RetryPetscriptionAuth  AND  Incidents > Previous Escalation Level  not equals  RetryPetscriptionAuth),Clear Escalation
Incident,ClearEscalation,F20-Vet Approval Hub Update,F20- Pharmacy Vet Hub - Action,Enabled,"If (Incidents > Escalation Level  equals  Pharmacy Vet Hub  AND  Incidents > Disposition  equals  Pending Second Contact, Pending Third Contact, Pending Fourth Contact, Pending 24 Hour Cancellation  AND  Incidents > Queue  equals  Rx Waiting Queue  AND  Custom Field > Channel  equals  Approval Hub)",Clear Escalation
Incident,ClearEscalation,F20-Vet Approval Hub Update,F20- Approval Hub Touch 1- Action,Enabled,"If (Incidents > Escalation Level  is modified this edit    AND  Incidents > Escalation Level  equals  Approval Hub Touch 1  AND  Incidents > Previous Escalation Level  not equals  Approval Hub Touch 1  AND  Incidents > Queue  not equals  Rx Nevada DUR, Rx Pharmacy DUR, Rx Pharmacy DUR - AVP, Rx Priority DUR Queue, Rx TeleMed DUR  AND  Incidents > Disposition  equals  Pending Second Contact, Pending Third Contact, Pending Fourth Contact)",Clear Escalation
Incident,ClearEscalation,F20-Vet Approval Hub Update,F20- Approval Hub Touch 2- Action,Enabled,"If (Incidents > Escalation Level  is modified this edit    AND  Incidents > Escalation Level  equals  Approval Hub Touch 2  AND  Incidents > Previous Escalation Level  not equals  Approval Hub Touch 2  AND  Incidents > Queue  not equals  Rx Nevada DUR, Rx Pharmacy DUR, Rx Pharmacy DUR - AVP, Rx Priority DUR Queue  AND  Incidents > Disposition  equals  Pending Second Contact, Pending Third Contact, Pending Fourth Contact)",Clear Escalation
Incident,ClearEscalation,F20-Vet Approval Hub Update,F20- Rx Waiting 24 Cancel - Chain,Enabled,If (Incidents > Escalation Level  not equals  Approval Hub 24-hr Cancel  AND  Incidents > Disposition  equals  Pending 24 Hour Cancellation  AND  Incidents > Disposition  is modified this edit),Clear Escalation
Incident,ClearEscalation,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer First - Action,Enabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer  AND  Incidents > Disposition  equals  Pending Client-Mailer),Clear Escalation
Incident,ClearEscalation,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Second - Action,Enabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Second  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Second  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  First Contact Sent  AND  Custom Field > Sign Off  equals  CMM First Notification Sent  AND  Custom Field > Channel  not equals  Gabapentin),Clear Escalation
Incident,ClearEscalation,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Second - Action Gaba,Enabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Second  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Second  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  First Contact Sent  AND  Custom Field > Sign Off  equals  CMM First Notification Sent  AND  Custom Field > Channel  equals  Gabapentin),Clear Escalation
Incident,ClearEscalation,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Third - Action,Enabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Third  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Third  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Second Contact Sent  AND  Custom Field > Sign Off  equals  CMM Second Notification Sent  AND  Custom Field > Channel  not equals  Gabapentin),Clear Escalation
Incident,ClearEscalation,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Third - Action Gaba,Enabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Third  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Third  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Second Contact Sent  AND  Custom Field > Sign Off  equals  CMM Second Notification Sent  AND  Custom Field > Channel  equals  Gabapentin),Clear Escalation
Incident,ClearEscalation,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Fourth - Action,Enabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Fourth  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Fourth  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Third Contact Sent  AND  Custom Field > Sign Off  equals  CMM Third Notification Sent  AND  Custom Field > Channel  not equals  Gabapentin),Clear Escalation
Incident,ClearEscalation,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Fourth - Action Gaba,Enabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Fourth  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Fourth  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Third Contact Sent  AND  Custom Field > Sign Off  equals  CMM Third Notification Sent  AND  Custom Field > Channel  equals  Gabapentin),Clear Escalation
Incident,ClearEscalation,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Fifth - Action,Enabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Fifth  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Fifth  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Fourth Contact Sent  AND  Custom Field > Sign Off  equals  CMM Fourth Notification Sent  AND  Custom Field > Channel  not equals  Gabapentin),Clear Escalation
Incident,ClearEscalation,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Fifth - Action Gaba,Enabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Fifth  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Fifth  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Fourth Contact Sent  AND  Custom Field > Sign Off  equals  CMM Fourth Notification Sent  AND  Custom Field > Channel  equals  Gabapentin),Clear Escalation
