Object,Action Type,Rule Group,Rule Name,Status,Condition,Actions
Incident,AppendTemplate,1 - New,Notification for Training Tickets,Disabled,"If (Incidents > Source  equals  Create a Ticket  AND  Incidents > Response Sent  equals  No  AND  Incidents > Subject  equals  Testing, Training)",Append Response Template to Response New Training Ticket
Incident,AppendTemplate,1 - New,Notification for Tickets,Enabled,"If (Incidents > Source  equals  Management & Config, CX Console, Ticket Editor, Contact Editor, Org Editor, Opportunity Editor, Task Ins Editor, Answer Editor, Mailing Editor, Feedback Editor, Campaign Editor, Document Editor, Mailing Format Editor, Segment Editor, Contact List Editor, Answer propose from Ticket Editor, Opportunity create from Ticket Editor, Analytics Report, Answer Move, Explorer, Ticket multi update, Contact Multi Update, Org Multi Update, Opportunity Multi Update, Task Ins Multi Update, Answer Multi Update, Communication Center Notifications, Custom Object Editor, Custom Object Multi Update, Thin Client, End-User Pages, My Tickets, My Tickets Profiles Contact Update, Pass-Through Authentication, Site Feedback, Feedback Response, Create Login, Marketing Unsubscribe, Feedback Unsubscribe, WAP, Utilities, Techmail - Outreach Mailbox, Agedatabase - Close waiting tickets, Agedatabase - Answer Review, Agedatabase - Answer Publish, Agedatabase - Answer Decay, Rule Escalations, MA RNMD Daemon, Public API, Outlook Synch Tools, Import Tools, KImport (if source not provided), SalesNet Integration, Process Flow, Web Console, Web Console Incident Editor, Web Console Contact Editor, Web Console Org Editor, Web Console Asset Editor, Web Console Opportunity Editor, Web Console Task Editor, Web Console Answer Editor, Web Console Contact List Editor, Web Console Opportunity Create from Incident Editor, Web Console Workflow, Web Console Analytics Report, Web Console Incident Multi Update, Web Console Contact Multi Update, Web Console Org Multi Update, Web Console Opportunity Multi Update, Web Console Task Ins Multi Update, Web Console Answer Multi Update, Web Console Asset Multi Update, Web Console Notification, Web Console Custom Object Editor, Web Console Custom Object Multi Update, Web Console Standard Report, Web Console Workspace, Web Console Search, Web Console Preview, Web Console Reset Password, Web Console Integrations Editor, Element Manager Editor, Unspecified  AND  Incidents > Response Sent  equals  No  AND  Incidents > Subject  not equals  Testing, Training)",Append Response Template to Response New Ticket Email1
Incident,AppendTemplate,1 - New,Notification for Tickets CHAT,Enabled,"If (Incidents > Source  equals  Live Chat, WAP, Utilities, Techmail - Outreach Mailbox, Agedatabase - Close waiting tickets, Agedatabase - Answer Review, Agedatabase - Answer Publish, Agedatabase - Answer Decay, Rule Escalations, MA RNMD Daemon, Public API, Outlook Synch Tools, Import Tools, KImport (if source not provided), SalesNet Integration, Process Flow, Web Console Live Chat, Unspecified  AND  Incidents > Response Sent  equals  No  AND  Incidents > Subject  not equals  Knowledge Center (FAQ), Recruit Assist Program, Testing  AND  Incidents > Status  equals  New, CTO Verify)",Append Response Template to Response Ticket Email CHAT new
Incident,AppendTemplate,1 - New,Notification for Tickets CHAT Wait,Enabled,"If (Incidents > Source  equals  Live Chat, WAP, Utilities, Techmail - Outreach Mailbox, Agedatabase - Close waiting tickets, Agedatabase - Answer Review, Agedatabase - Answer Publish, Agedatabase - Answer Decay, Rule Escalations, MA RNMD Daemon, Public API, Outlook Synch Tools, Import Tools, KImport (if source not provided), SalesNet Integration, Process Flow, Web Console Live Chat, Unspecified  AND  Incidents > Response Sent  equals  No  AND  Incidents > Subject  not equals  Knowledge Center (FAQ), Recruit Assist Program, Testing  AND  Incidents > Status  equals  Waiting Confirmation)",Append Response Template to Response Ticket Email CHAT Waiting
Incident,AppendTemplate,1 - New,Notification for Tickets CHAT solved,Enabled,"If (Incidents > Source  equals  Live Chat, WAP, Utilities, Techmail - Outreach Mailbox, Agedatabase - Close waiting tickets, Agedatabase - Answer Review, Agedatabase - Answer Publish, Agedatabase - Answer Decay, Rule Escalations, MA RNMD Daemon, Public API, Outlook Synch Tools, Import Tools, KImport (if source not provided), SalesNet Integration, Process Flow, Web Console Live Chat, Unspecified  AND  Incidents > Response Sent  equals  No  AND  Incidents > Subject  not equals  Knowledge Center (FAQ), Recruit Assist Program, Testing  AND  Incidents > Status  equals  Closed)",Append Response Template to Response Ticket Email CHAT Solved
Incident,AppendTemplate,2 - In Progress,No Email In Rule update,Enabled,If (Incidents > Source  equals  Techmail - Service Mailbox),Append Response Template to Response No Email After May 4th
Incident,AppendTemplate,2 - In Progress,PII Check on Updates,Disabled,"If (Incidents > Updated from  equals  End-User Pages, Techmail - Service Mailbox  AND (  Incidents > Customer thread  match regex  [0-9][0-9][0-9]-[0-9][0-9]-[0-9][0-9][0-9][0-9]|[0-9][0-9][0-9] [0-9][0-9] [0-9][0-9][0-9][0-9]|[0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]  OR  Incidents > Customer thread  match regex  [0-9][0-9][0-9][0-9]-[0-9][0-9][0-9][0-9]-[0-9][0-9][0-9][0-9]-[0-9][0-9][0-9][0-9]|[0-9][0-9][0-9][0-9] [0-9][0-9][0-9][0-9] [0-9][0-9][0-9][0-9] [0-9][0-9][0-9][0-9]|[0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]  OR  Incidents > Customer thread  match regex  [0-9][0-9][0-9][0-9]-[0-9][0-9][0-9][0-9][0-9][0-9]-[0-9][0-9][0-9][0-9][0-9]|[0-9][0-9][0-9][0-9] [0-9][0-9][0-9][0-9][0-9][0-9] [0-9][0-9][0-9][0-9][0-9]|[0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9][0-9]  OR  Incidents > Customer thread  match regex  Last Four [0-9][0-9][0-9][0-9]|last four [0-9][0-9][0-9][0-9]|Last 4 [0-9][0-9][0-9][0-9]|last 4 [0-9][0-9][0-9][0-9]|xxx-xx-[0-9][0-9][0-9][0-9]|XXX-XX-[0-9][0-9][0-9][0-9]|xxxxx[0-9][0-9][0-9][0-9]|XXXXX[0-9][0-9][0-9][0-9] ))",Append Response Template to Response PII-Email Response
Incident,AppendTemplate,2 - In Progress,Escalated - DTMO,Enabled,If (Incidents > Group  equals  DTMO  AND  Incidents > Group  is modified this edit    AND  Custom Field > Escalated DTMO  equals  None  AND  Incidents > Response Sent  equals  No  AND  Incidents > Subject  not equals  Testing),Append Response Template to Response Escalate to DTMO
Incident,AppendTemplate,2 - In Progress,Escalated - DTMO - TAC,Enabled,"If (Incidents > Group  equals  TAC  AND  Custom Field > Escalated DTMO  equals  None  AND  Incidents > Response Sent  equals  No  AND  Incidents > Status  equals  Unresolved DTMO  AND  Incidents > Status  is modified this edit    AND  Incidents > Group  is not modified this edit    AND  Incidents > Queue  equals  TAC-TECH, TAC-MGR, TAC-FIN, TAC-CTO, TAC-GEN, TAC-CCV, TAC-LOCK, TAC-Lodging, TAC-CBA, TAC-PII, TAC-PPT, TAC-RA)",Append Response Template to Response Escalate to DTMO
Incident,AppendTemplate,2 - In Progress,Escalated - O&S,Enabled,If (Incidents > Group  equals  O&S  AND  Custom Field > Escalated OS  equals  None  AND  Incidents > Group  is modified this edit    AND  Incidents > Response Sent  equals  No),Append Response Template to Response Escalate to O and S
Incident,AppendTemplate,2 - In Progress,Escalated - O&S -TAC,Enabled,"If (Incidents > Group  equals  TAC  AND  Custom Field > Escalated OS  equals  None  AND  Incidents > Group  is not modified this edit    AND  Incidents > Response Sent  equals  No  AND  Incidents > Status  equals  Unresolved O&S  AND  Incidents > Status  is modified this edit    AND  Incidents > Queue  equals  TAC-TECH, TAC-MGR, TAC-FIN, TAC-CTO, TAC-GEN, TAC-CCV, TAC-LOCK, TAC-Lodging, TAC-CBA, TAC - Partner Systems, TAC-PII, TAC-PPT, TAC-RA)",Append Response Template to Response Escalate to O and S
Incident,AppendTemplate,2 - In Progress,Escalated - PMO,Enabled,If (Incidents > Group  equals  PMO  AND  Incidents > Group  is modified this edit    AND  Custom Field > Escalated PMO  equals  None  AND  Incidents > Response Sent  equals  No),Append Response Template to Response Escalate to PMO
Incident,AppendTemplate,2 - In Progress,Escalated - PMO - TAC,Enabled,"If (Incidents > Group  equals  TAC  AND  Incidents > Group  is not modified this edit    AND  Custom Field > Escalated PMO  equals  None  AND  Incidents > Response Sent  equals  No  AND  Incidents > Status  equals  Unresolved PMO  AND  Incidents > Status  is modified this edit    AND  Incidents > Queue  equals  TAC-TECH, TAC-MGR, TAC-FIN, TAC-CTO, TAC-GEN, TAC-CCV, TAC-LOCK, TAC-Lodging, TAC-CBA, TAC - Partner Systems, TAC-PII, TAC-PPT, TAC-RA)",Append Response Template to Response Escalate to PMO
Incident,AppendTemplate,2 - In Progress,Escalated - Partner - TAC,Enabled,"If (Incidents > Group  equals  TAC  AND  Incidents > Group  is not modified this edit    AND  Custom Field > Escalated PMO  equals  None  AND  Incidents > Response Sent  equals  No  AND  Incidents > Status  equals  Unresolved CTO, Unresolved DFAS/GEX  AND  Incidents > Status  is modified this edit    AND  Incidents > Queue  equals  TAC-TECH, TAC-MGR, TAC-FIN, TAC-CTO, TAC-GEN, TAC-CCV, TAC-LOCK, TAC-Lodging, TAC-CBA, TAC - Partner Systems, TAC-PII, TAC-PPT, TAC-RA)",Append Response Template to Response Escalate to Partner
Incident,AppendTemplate,2 - In Progress,Closed Email,Disabled,If (Incidents > Previous Status  not equals  Closed  AND  Incidents > Status  equals  Closed),Append Response Template to Response Closed Email
Incident,AppendTemplate,1 - Awaiting Confirmation,Awaiting Confirmation-Action,Enabled,If (Incidents > Escalation Level  equals  Awaiting Confirmation),Append Response Template to Response CLOSED WITHOUT CONFIRMATION
Incident,AppendTemplate,3 - Routing Incidents (Self-Service),Audit Trail,Enabled,"If (Incidents > Subject  equals  Audit Trail Request, Audit Trail)",Append Response Template to Response AUDIT TRAIL
Incident,AppendTemplate,9 - Closed,Closed - Self-Service,Enabled,If (Incidents > Status  equals  Closed  AND  Custom Field > Incident Type  equals  Self-Support  AND  Incidents > Response Sent  equals  No  AND  Custom Field > Closed By User  not equals  Yes),Append Response Template to Response Closed Email
Incident,AppendTemplate,9 - Closed,Closed -  By User,Enabled,If (Incidents > Status  equals  Closed  AND  Incidents > Response Sent  equals  No  AND  Custom Field > Closed By User  equals  Yes),Append Response Template to Response Closed By User Email
