Object,Action Type,Rule Group,Rule Name,Status,Condition,Actions
Incidents,AppendTemplate,01-Initial State,01-Cancel my Order Call to Action,Disabled,"If (Incidents > Subject  match regex  ^\[Please(\s|\+)cancel(\s|\+)my(\s|\+)order(\s|\+)-([0-9]{9,10})-\]$  AND  Incidents > Mailbox  equals  Chewy)",Append Response Template to Notes Dup Order Call to Action -Confirm Cancel
Incidents,AppendTemplate,01-Initial State,01-G-Cancel my Order Call to Action,Enabled,"If (Incidents > Subject  match regex  ^\[Please(\s|\+)cancel(\s|\+)my(\s|\+)order(\s|\+)-([0-9]{9,10})-\]$  AND  Incidents > Mailbox  equals  Chewy  AND  Incidents > Queue  equals  Cancel Order)",Append Response Template to Notes Dup Order Call to Action -Confirm Cancel
Incidents,AppendTemplate,01-Initial State,01-Ship my Order Call to Action,Enabled,"If (Incidents > Subject  match regex  ^\[Please(\s|\+)ship(\s|\+)my(\s|\+)order(\s|\+)-([0-9]{9,10})-\]$  AND  Incidents > Mailbox  equals  Chewy)",Append Response Template to Notes Dup Order Call to Action -Confirm Order
Incidents,AppendTemplate,01-Initial State,01-No Reply Email,Disabled,If (Incidents > Source  equals  Techmail - Service Mailbox  AND  Incidents > Incoming Mailbox  equals  No Reply),Append Response Template to Response No Reply Auto Response
Incidents,AppendTemplate,01-Initial State,01-Inbound SFW Pharmacy Cancel Failure,Enabled,If (Incidents > Source  equals  Connect PHP  AND  Incidents > Category  equals  Pharmacy Item),Append Response Template to Notes Pharmacy Cancel Form Note
Incidents,AppendTemplate,01-Initial State,01-Inbound Sumit Email,Disabled,"If (Incidents > Source  equals  Techmail - Service Mailbox  AND  Incidents > Incoming Mailbox  equals  Chewy  AND (  Incidents > Subject  equals  An Update from Chewy CEO: Our Commitment to You  OR  Incidents > Subject  equals  Save Big with Autoship  OR  Incidents > Subject  equals  Autoship - Convenience and 30% Off Savings  OR  Incidents > Subject  equals  Autoship - Save on Repeat Deliveries  OR  Incidents > Subject  equals  An Update from Chewy CEO to Our Valued Autoship Customers  OR  Incidents > Subject  equals  Welcome to Chewy, We're Glad You're Here  OR  Incidents > Subject  equals  Bring in the Green and Get Refreshed with Your Pets  OR  Incidents > Subject  equals  Play, Sleep, Repeat | Essentials from Frisco ))",Append Response Template to Response No Reply Auto Response
Incidents,AppendTemplate,01-Initial State,01-Inbound Welcome Email,Disabled,If (Incidents > Source  equals  Techmail - Service Mailbox  AND  Incidents > Incoming Mailbox  equals  Chewy  AND (  Incidents > Subject  equals  Chewy Pharmacy: Your Online Destination for Pet Health  OR  Incidents > Subject  equals  Never Miss a Moment with Autoship  OR  Incidents > Subject  equals  Get All Your Pet Pharmacy Needs with Chewy  OR  Incidents > Subject  equals  Get Extra Savings and Never Run Out  OR  Incidents > Subject  equals  Protect Their Hearts | Shop Chewy Pharmacy  OR  Incidents > Subject  equals  Keep Calm and Stay Entertained with Your Pets  OR  Incidents > Subject  equals  Save on Seresto Flea & Tick Collars  OR  Incidents > Subject  equals  Bring In Love With Pets Old and New  OR  Incidents > Subject  equals  Explore Grain-Free Dog Food )),Append Response Template to Response No Reply Auto Response
Incidents,AppendTemplate,01-Initial State,01-Inbound General Email -AutoReply,Disabled,If (Incidents > Source  equals  Techmail - Service Mailbox  AND  Incidents > Incoming Mailbox  equals  Chewy),Append Response Template to Response Auto Reply
Incidents,AppendTemplate,01-Initial State,01-Inbound Vendor Portal AAQ - Send Email,Enabled,"If (Incidents > Source  equals  Ask A Question  AND  Incidents > Interface  equals  chewy  AND  Custom Field > Request Type  equals  Create or modify Appointment, Dropship Vendor Performance Appeal, DSCO Questions/Issues, Marketing Request, New Vendor Follow-up, Setup EDI Account, Playbook Questions, Dropship Shipping or Ordering Questions, Shipping or Ordering Questions, Vendor Account Information Update, Vendor Performance Scorecard Questions, Collect Vendor Creating New OTM Profile, Technical Questions for RTS, Transportation Escalations, Accessorial Request, Contact Follow-Up, Report Technical Issue, Image Update (Existing Products), Video Update (Existing Products), Enhanced Content Request-Formerly Chewy+, Item Copy (Existing Products), Contact and Address Update, Banking Information Update, Certificate of Insurance Renewal, Vendor Merger & Acquisition)",Append Response Template to Response Vendor Communication Portal - Initial
Incidents,AppendTemplate,01-Initial State,01-Inbound Vendor Portal API,Enabled,"If (Incidents > Source  equals  Connect PHP, Connect Web Services - REST  AND  Custom Field > Request Type  equals  Cost Update Request)",Append Response Template to Response Vendor Communication Portal - Initial
Incidents,AppendTemplate,01-Initial State,01-Inbound Vendor Portal AAQ - Feedback,Enabled,If (Incidents > Source  equals  Ask A Question  AND  Custom Field > Request Type  equals  Feedback or Suggestions),Append Response Template to Response Vendor Communication Portal -Feedback
Incidents,AppendTemplate,01-Initial State,01-Inbound Central Scheduling New Other,Enabled,If (Incidents > Source  equals  Ask A Question  AND  Custom Field > Request Type  equals  Message or Question),Append Response Template to Response Other Confirmation message
Incidents,AppendTemplate,01-Initial State,01-Inbound Vet Diet Error Order,Enabled,"If (Incidents > Source  equals  Public API  AND  Custom Field > Channel  equals  Vet Diet, Vet Diet - Autoship  AND  Incidents > Disposition  equals  Vet Diet Missing Info)",Append Response Template to Notes Error on Import
Incidents,AppendTemplate,02-Updated State,Test Admin Msg {TEMP},Enabled,If (Incidents > Subject  contains  MITCHEWY),Append Response Template to Response Leaving a Review
Incidents,AppendTemplate,02-Updated State,02-Solved with Live Contact Email Import,Enabled,"If (Custom Field > Sign Off  equals  solvedwithlivecontact  AND  Custom Field > Sign Off  is modified this edit    AND  Incidents > Updated from  equals  Incident Multi Update, Data Import  AND  Incidents > Status  equals  Unresolved, Updated  AND  Incidents > Queue  equals  General Email, ADHOC Email  AND  [No Value]  not equals  livecontactslvd  AND  Custom Field > OpenMethods Status  not equals  accepted)",Append Response Template to Response Already Contacted - Email Solve
Incidents,AppendTemplate,02-Updated State,02-Updated Special Email Import,Enabled,If (Custom Field > Sign Off  equals  specialemailblast_return  AND  Custom Field > Sign Off  is modified this edit    AND  Incidents > Updated from  equals  Data Import),Append Response Template to Response Online Form Return Confirmation
Incidents,AppendTemplate,02-Updated State,02-Vet Approval Hub Missing Info,Enabled,"If (Custom Field > Channel  equals  Approval Hub  AND  Incidents > Updated from  equals  CX Console, Thin Client, Utilities, Public API, Web Console  AND  Incidents > Disposition  equals  Vet Diet Missing Info)",Append Response Template to Notes Error on Import
Incidents,AppendTemplate,02-Updated State,02-Vendor Portal Escalated,Enabled,If (Custom Field > Number of Escalations  is modified this edit),Append Response Template to Notes Vendor Portal Escalated Business Rule
Incidents,AppendTemplate,03-Vet Diet State,03- Vet Diet Cancel Failure,Enabled,"If (Incidents > Disposition  is modified this edit    AND  Incidents > Disposition  equals  Vet Diet Missing Info, Vet Diet Cancellation Failure  AND  Incidents > Queue  equals  Vet Diet Pending Cancellation)",Append Response Template to Notes Error on Cancellation
Incidents,AppendTemplate,04-Pharmacy State,04- Vet Diet Hub Missing Info,Enabled,"If (Custom Field > Channel  equals  Approval Hub  AND  Incidents > Updated from  equals  CX Console, Thin Client, Utilities, Public API, Web Console  AND  Incidents > Disposition  equals  Vet Diet Missing Info)",Append Response Template to Notes Error on Import
Incidents,AppendTemplate,50-Chewy CA State,50-CA-Solved with Live Contact Emaiil im,Enabled,"If (Custom Field > Sign Off  equals  solvedwithlivecontact  AND  Custom Field > Sign Off  is modified this edit    AND  Incidents > Updated from  equals  Incident Multi Update, Data Import  AND  Incidents > Status  equals  Unresolved, Updated  AND  Incidents > Queue  equals  CA - ADHOC Email  AND  [No Value]  not equals  livecontactslvd  AND  Custom Field > OpenMethods Status  not equals  accepted  AND  Incidents > Interface  equals  chewyca)",Append Response Template to Response Already Contacted - Email Solve
Incidents,AppendTemplate,50-Chewy CA State,50-CA-Vendor Portal Escalated,Enabled,If (Custom Field > Number of Escalations  is modified this edit    AND  Incidents > Interface  equals  chewyca),Append Response Template to Notes Vendor Portal Escalated Business Rule
Incidents,AppendTemplate,F01-Email Routing,01- Vendor Care Email Routing,Enabled,If (Incidents > Incoming Mailbox  equals  Chewy Vendor Care),Append Response Template to Response Vendor Care Deprecation
Incidents,AppendTemplate,F02-Cardwriting Update,02-Picked Up Email,Enabled,If (Incidents > Category  equals  Card Writing Process  AND  Incidents > Disposition  equals  Picked-Up  AND  Incidents > Status  not equals  Solved),Append Response Template to Response Card Notification: Box Picked Up
Incidents,AppendTemplate,F03-Cardwriting Process,03-Dropped Off Email,Enabled,If (Incidents > Disposition  equals  Dropped Off  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit),Append Response Template to Response Cards Notification: Box Dropped Off
Incidents,AppendTemplate,F03-Cardwriting Process,03-Passed Due Email,Enabled,If (Incidents > Disposition  equals  Past Due  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit),Append Response Template to Response Past Due
Incidents,AppendTemplate,F03-Cardwriting Process,03-Final Notice Email,Enabled,If (Incidents > Disposition  equals  Final Notice  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit),Append Response Template to Response Final Warning
Incidents,AppendTemplate,F03-Cardwriting Process,03-Extension Granted Email,Enabled,If (Incidents > Disposition  equals  Extension Granted  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit),Append Response Template to Response Extension Granted
Incidents,AppendTemplate,F03-Cardwriting Process,03-Feedback Email,Enabled,If (Incidents > Disposition  equals  Ready for Finance  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit    AND  Custom Field > Description  is modified this edit),Append Response Template to Response Card Feedback
Incidents,AppendTemplate,F03-Cardwriting Process,03-Ready for Finance Email,Enabled,If (Incidents > Disposition  equals  Ready for Finance  AND  Incidents > Status  not equals  Solved  AND  Incidents > Disposition  is modified this edit),Append Response Template to Response Cards Notification: Payment Detail
Incidents,AppendTemplate,F04-Case Update,04-Cancel Pharmacy Email,Disabled,If (Incidents > Status  is modified this edit    AND  Incidents > Status  equals  Solved  AND  Incidents > Queue  equals  Rx Cancellation  AND  Incidents > Updated from  equals  Connect PHP  AND  Custom Field > Sign Off  not equals  Cancel Notice Sent),Append Response Template to Response Day 8 – Cancellation
Incidents,AppendTemplate,F04-Case Update,04-Legal Escalation,Enabled,If (Incidents > Disposition  equals  Legal  AND  Incidents > Disposition  is modified this edit),Append Response Template to Response Escalated to Legal
Incidents,AppendTemplate,F04-Case Update,04-Q&A Escalation,Enabled,If (Incidents > Disposition  equals  Q&A  AND  Incidents > Disposition  is modified this edit    AND  Incidents > Queue  not equals  Q&A),Append Response Template to Notes Q&A General Email Transfer Note
Incidents,AppendTemplate,F04-Case Update,04-OOS Disco Notification,Enabled,If (Incidents > Disposition  equals  OOS Disco Notification Sent  AND  Incidents > Queue  equals  Out Of Stock  AND  Incidents > Disposition  is modified this edit    AND  Custom Field > Supply Escalation Reason  equals  OOS Request  AND  Custom Field > SKU#  is not null    AND  Custom Field > Product Name  is not null    AND  Incidents > Status  not equals  Solved),Append Response Template to Response OOS Discontinued Notification
Incidents,AppendTemplate,F10-Pharmacy Vet Waiting,F10- Rx Auto Touch 2 - Action,Enabled,If (Incidents > Escalation Level  equals  Pharmacy Waiting Touch 2.0  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Waiting Touch 2.0  AND  Incidents > Disposition  equals  Pending Auto-Second Contact  AND  Incidents > Queue  equals  Rx Waiting Queue  AND  Incidents > Status  equals  Waiting),Append Response Template to Notes Fax/Email Request Sent
Incidents,AppendTemplate,F14-Central Scheduling,F14-Send Confirmation Email - Action,Enabled,"If (Custom Field > Request Type  equals  Create or Modify Appointment, Reschedule Appt  AND  Custom Field > Sign Off  equals  Send Confirmation  AND  Incidents > Category  equals  Unspecified  AND  Incidents > Escalation Level  equals  Carrier Portal Confirmation)",Append Response Template to Response Central Scheduling | Append Response Template to Notes Initial Confirmation Note
Incidents,AppendTemplate,F14-Central Scheduling,F14-Send New Email Appt,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  New Appointment Scheduled  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes New Appt Note
Incidents,AppendTemplate,F14-Central Scheduling,F14-Send Email Reschedule Appt,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Appointment Rescheduled  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes Reschedule Note
Incidents,AppendTemplate,F14-Central Scheduling,F14-Cancellation No Call No Show,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Cancelation/No call no show  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes Cancel Appt Note
Incidents,AppendTemplate,F14-Central Scheduling,F14-Send Email Add PO,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Add POs  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes Add POs Note
Incidents,AppendTemplate,F14-Central Scheduling,F14-Send Email Pull In,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Pull In  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes Pull In Appt Note
Incidents,AppendTemplate,F14-Central Scheduling,F14-Send Email Push Out,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Push Out  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes Push Out Note
Incidents,AppendTemplate,F14-Central Scheduling,F14-Send Email Invalid PO,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  PO Invalid  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes Invalid PO Note
Incidents,AppendTemplate,F14-Central Scheduling,F14-Send Email FC Invalid,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  FC Invalid  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes Invalid FC Note
Incidents,AppendTemplate,F14-Central Scheduling,F14-Send Email Same Appt,Enabled,If (Custom Field > Reoccurring Issue  equals  Yes  AND  Incidents > Category  equals  Same Appt  AND  Incidents > Category  is modified this edit),Append Response Template to Response Central Scheduling | Append Response Template to Notes Same Appt Note
Incidents,AppendTemplate,F15-Petscription Auth Retries,F15-Petscription Auth Retries - Stop,Enabled,If ([No Value]  equals  None  AND  Custom Field > Prescription Auth Retry Count  greater than  4),Append Response Template to Notes Rx Auth Not Found
Incidents,AppendTemplate,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Sixth - Action,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Sixth  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Sixth  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Fifth Contact Sent  AND  Custom Field > Sign Off  equals  CMM Fifth Notification Sent  AND  Custom Field > Channel  not equals  Gabapentin),"Append Response Template to Response Pending Client-(3, 6, 9, 12, 15, 18, 21)"
Incidents,AppendTemplate,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Sixth - Action Gaba,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Sixth  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Sixth  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Fifth Contact Sent  AND  Custom Field > Sign Off  equals  CMM Fifth Notification Sent  AND  Custom Field > Channel  equals  Gabapentin),"Append Response Template to Response Pending Client-(3,6,9,12,15,18,21) Gaba"
Incidents,AppendTemplate,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Seventh - Action,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Seventh  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Seventh  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Sixth Contact Sent  AND  Custom Field > Sign Off  equals  CMM Sixth Notification Sent  AND  Custom Field > Channel  not equals  Gabapentin),"Append Response Template to Response Pending Client-(3, 6, 9, 12, 15, 18, 21)"
Incidents,AppendTemplate,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Seventh - Action Gab,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Seventh  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Seventh  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Sixth Contact Sent  AND  Custom Field > Sign Off  equals  CMM Sixth Notification Sent  AND  Custom Field > Channel  equals  Gabapentin),"Append Response Template to Response Pending Client-(3,6,9,12,15,18,21) Gaba"
Incidents,AppendTemplate,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Eighth - Action,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Eighth  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Eighth  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Seventh Contact Sent  AND  Custom Field > Sign Off  equals  CMM Seventh Notification Sent  AND  Custom Field > Channel  not equals  Gabapentin),"Append Response Template to Response Pending Client-(3, 6, 9, 12, 15, 18, 21)"
Incidents,AppendTemplate,F21-Pharmacy Client Mailer,F21-Pharmacy Mailer Eighth - Action Gaba,Disabled,If (Incidents > Escalation Level  equals  Pharmacy Client Mailer Eighth  AND  Incidents > Previous Escalation Level  not equals  Pharmacy Client Mailer Eighth  AND  Incidents > Disposition  equals  Pending Client-Mailer  AND  Incidents > Category  equals  Seventh Contact Sent  AND  Custom Field > Sign Off  equals  CMM Seventh Notification Sent  AND  Custom Field > Channel  equals  Gabapentin),"Append Response Template to Response Pending Client-(3,6,9,12,15,18,21) Gaba"
Incidents,AppendTemplate,F24-Vendor Communication Portal AAQ,F24-Brand Information,Enabled,If (Custom Field > Request Type  equals  Brand Info Sheet for Customer Service),Append Response Template to Notes Brand Info Sheet Notification
Incidents,AppendTemplate,F25-Q&A Function,F25-Q&A MFG Follow Up - Action,Enabled,If (Incidents > Escalation Level  equals  Q&A MFG Follow-Up  AND  Incidents > Previous Escalation Level  not equals  Q&A MFG Follow-Up),Append Response Template to Response Q&A MFG Follow-Up
Incidents,AppendTemplate,F25-Q&A Function,F25-Q&A MFG Follow Up - Action 2,Enabled,If (Incidents > Escalation Level  equals  Q&A MFG Follow-Up 2  AND  Incidents > Previous Escalation Level  not equals  Q&A MFG Follow-Up 2),Append Response Template to Notes MFG unanswered for 6 days and re-routed
Incidents,AppendTemplate,F27-Vet Diet Waiting,F27- Vet + Medication Touch 2 - Chain,Enabled,"If (Incidents > Disposition  equals  Pending Second Contact, Unspecified  AND  Incidents > Queue  equals  Vet Diet Waiting  AND  Incidents > Escalation Level  not equals  Vet + Medication Touch2  AND  Custom Field > Channel  equals  Vet Diet - Medication  AND  Incidents > Disposition  is modified this edit)",Append Response Template to Notes First Contact Made
Incidents,AppendTemplate,F27-Vet Diet Waiting,F27-Vet + Medication Touch 3 - Chain,Enabled,"If (Incidents > Disposition  equals  Pending Third Contact, Unspecified  AND  Incidents > Queue  equals  Vet Diet Waiting  AND  Incidents > Escalation Level  not equals  Vet + Medication Touch 3  AND  Incidents > Previous Escalation Level  equals  null  AND  Incidents > Disposition  is modified this edit    AND  Custom Field > Channel  equals  Vet Diet - Medication)",Append Response Template to Notes Second Contact Made
Incidents,AppendTemplate,F27-Vet Diet Waiting,F27-Vet + Medication Pick up - Chain,Enabled,"If (Incidents > Disposition  equals  Pending Client-General, Pending Client-Mailer, Pending Customer Auth, Unspecified  AND  Incidents > Queue  equals  Vet Diet Waiting  AND  Incidents > Escalation Level  not equals  Vet Diet + Med Pick up Touch 2  AND  Custom Field > Channel  equals  Vet Diet - Medication)",Append Response Template to Notes Must PU Script
Incidents,AppendTemplate,F27-Vet Diet Waiting,F27- Phone/Null Pref Touch 2 - Chain,Enabled,"If (Custom Field > Clinic Contact Preference  equals  Phone, Unspecified  AND  Incidents > Disposition  equals  Pending Second Contact, Unspecified  AND  Incidents > Queue  equals  Vet Diet Waiting  AND  Incidents > Escalation Level  not equals  Vet Diet PhoneNull Touch 2  AND  Custom Field > Channel  not equals  Vet Diet - Medication)",Append Response Template to Notes First Contact Made
Incidents,AppendTemplate,F27-Vet Diet Waiting,F27- Phone/Null Pref Touch 3 - Chain,Enabled,"If (Custom Field > Clinic Contact Preference  equals  Phone, Unspecified  AND  Incidents > Disposition  equals  Pending Third Contact, Unspecified  AND  Incidents > Queue  equals  Vet Diet Waiting  AND  Incidents > Escalation Level  not equals  Vet Diet PhoneNull Touch 3  AND  Incidents > Previous Escalation Level  equals  null  AND  Incidents > Disposition  is modified this edit    AND  Custom Field > Channel  not equals  Vet Diet - Medication)",Append Response Template to Notes Second Contact Made
Incidents,AppendTemplate,F27-Vet Diet Waiting,F27- Fax Pref Touch 2 - Chain,Enabled,If (Custom Field > Clinic Contact Preference  equals  Fax  AND  Incidents > Disposition  equals  Unspecified  AND  Incidents > Escalation Level  not equals  Vet Diet Fax Touch 2  AND  Custom Field > Channel  not equals  Vet Diet - Medication),Append Response Template to Notes First Fax Request Sent
Incidents,AppendTemplate,F27-Vet Diet Waiting,F27- Fax Pref Touch 2 - Action,Enabled,If (Incidents > Previous Escalation Level  not equals  Vet Diet Fax Touch 2  AND  Incidents > Escalation Level  equals  Vet Diet Fax Touch 2  AND  Incidents > Status  equals  Waiting  AND  Incidents > Disposition  equals  Pending Second Contact),Append Response Template to Notes Second Fax Request Sent
Incidents,AppendTemplate,F27-Vet Diet Waiting,F27- Email Pref Touch 2 - Chain,Enabled,If (Custom Field > Clinic Contact Preference  equals  Email  AND  Incidents > Disposition  equals  Unspecified  AND  Incidents > Escalation Level  not equals  Vet Diet Email Touch 2  AND  Custom Field > Channel  not equals  Vet Diet - Medication),Append Response Template to Notes First Email Request Sent
Incidents,AppendTemplate,F27-Vet Diet Waiting,F27- Email Pref Touch 2 - Action,Enabled,If (Incidents > Previous Escalation Level  equals  null  AND  Incidents > Escalation Level  equals  Vet Diet Email Touch 2  AND  Incidents > Status  equals  Waiting  AND  Incidents > Disposition  equals  Pending Second Contact),Append Response Template to Notes Second Email Request Sent
Incidents,AppendTemplate,F27-Vet Diet Waiting,F27- No Clinic Contact Touch 2 - Chain,Enabled,"If (Incidents > Disposition  equals  Pending Client-General, Pending Client-Mailer, Pending Customer Auth, Unspecified  AND  Incidents > Queue  equals  Vet Diet Waiting  AND  Incidents > Escalation Level  not equals  Vet Diet No Contact Touch 2  AND  Custom Field > Channel  not equals  Vet Diet - Medication)",Append Response Template to Notes Must PU Script
Incidents,AppendTemplate,F27-Vet Diet Waiting,F27- Waiting 48-Hour Cancel - Chain,Enabled,"If (Incidents > Disposition  equals  Pending 48-Hour Cancellation, Unspecified  AND  Incidents > Queue  equals  Vet Diet Waiting  AND  Incidents > Escalation Level  not equals  Vet Diet 48 hour Cancel  AND  Incidents > Disposition  is modified this edit    AND  Incidents > Category  not equals  Denial, Denial> Pet Needs to be Seen, Denial>Wrong Pet, Denial>Wrong Pet, Denial>Wrong Item, Denial>Not a Client, Denial>Other  AND  Custom Field > Channel  not equals  Vet Diet - Medication)",Append Response Template to Notes Sent 48 Hour Cancellation Email
Incidents,AppendTemplate,F51-CA-Case Update,51-CA-Q&A Escalation,Enabled,If (Incidents > Disposition  equals  Q&A  AND  Incidents > Disposition  is modified this edit    AND  Incidents > Queue  not equals  CA - Q&A  AND  Incidents > Interface  equals  chewyca),Append Response Template to Notes Q&A General Email Transfer Note
Incidents,AppendTemplate,F55-CA-Central Scheduling,F55-CA-Send Confirmation Email - Action,Enabled,"If (Custom Field > Request Type  equals  Create or Modify Appointment, Reschedule Appt  AND  Custom Field > Sign Off  equals  Send Confirmation  AND  Incidents > Category  equals  Unspecified  AND  Incidents > Escalation Level  equals  CA-Carrier Portal Confirmation  AND  Incidents > Interface  equals  chewyca)",Append Response Template to Response Central Scheduling | Append Response Template to Notes Initial Confirmation Note
